TotalCharges,TotalCharges,tenure,Churn
393.15,393.15,20,No
1147,1147,26,No
3021.6,3021.6,36,Yes
5718.2,5718.2,53,No
191.35,191.35,3,Yes
4539.6,4539.6,68,No
6397.6,6397.6,72,No
280.4,280.4,12,No
2718.3,2718.3,34,Yes
5711.05,5711.05,68,No
3478.15,3478.15,50,No
36.45,36.45,1,Yes
4133.95,4133.95,41,No
2917.65,2917.65,30,No
54.3,54.3,1,No
2964.8,2964.8,29,No
2198.3,2198.3,23,No
1189.9,1189.9,60,No
1914.5,1914.5,72,No
2001.5,2001.5,22,Yes
5336.35,5336.35,72,No
7238.6,7238.6,66,No
7998.8,7998.8,72,No
3825.85,3825.85,47,Yes
5703.25,5703.25,51,No
7397,7397,70,No
164.6,164.6,9,No
6555.2,6555.2,59,No
225.65,225.65,3,No
955.75,955.75,38,No
3382.3,3382.3,37,No
2313.8,2313.8,37,No
933.3,933.3,24,Yes
780.85,780.85,14,No
7852.4,7852.4,72,No
3184.25,3184.25,53,Yes
764.95,764.95,8,Yes
2763,2763,72,No
1614.7,1614.7,17,No
145.4,145.4,2,Yes
156.25,156.25,8,Yes
1604.5,1604.5,48,Yes
270.15,270.15,10,No
20.6,20.6,1,No
1734.5,1734.5,29,No
7047.5,7047.5,65,No
573.15,573.15,8,No
1538.6,1538.6,61,No
4459.8,4459.8,45,No
7459,7459,72,No
306.05,306.05,12,No
639.7,639.7,7,No
348.15,348.15,9,No
4533.9,4533.9,43,Yes
5563.65,5563.65,58,No
1587.55,1587.55,16,Yes
40.25,40.25,2,No
842.9,842.9,8,Yes
4228.55,4228.55,40,No
784.45,784.45,9,No
3729.75,3729.75,41,No
1406.9,1406.9,26,No
1857.3,1857.3,33,No
7322.5,7322.5,68,No
6725.5,6725.5,65,No
3627.3,3627.3,55,No
1761.45,1761.45,20,Yes
1725.95,1725.95,19,No
4192.15,4192.15,45,No
1411.2,1411.2,70,No
164.5,164.5,2,Yes
2724.6,2724.6,27,Yes
264.55,264.55,12,No
4671.7,4671.7,72,No
1173.55,1173.55,12,No
318.5,318.5,5,Yes
7713.55,7713.55,71,No
2471.25,2471.25,35,No
7842.3,7842.3,70,No
2227.8,2227.8,31,No
4990.25,4990.25,52,Yes
3744.05,3744.05,37,Yes
7220.35,7220.35,69,Yes
2351.45,2351.45,30,No
2989.6,2989.6,33,No
6077.75,6077.75,54,No
4070.95,4070.95,59,No
2479.05,2479.05,55,No
2134.3,2134.3,69,No
6000.1,6000.1,66,No
2203.1,2203.1,37,No
183.15,183.15,9,No
6194.1,6194.1,69,No
638.95,638.95,10,No
2139.2,2139.2,40,Yes
831.75,831.75,13,No
521.3,521.3,6,Yes
1337.5,1337.5,69,No
7181.95,7181.95,66,No
608,608,11,Yes
2560.1,2560.1,46,No
577.6,577.6,6,Yes
5953,5953,56,No
1790.15,1790.15,70,No
2531.4,2531.4,33,No
4760.3,4760.3,72,No
292.85,292.85,3,Yes
953.65,953.65,19,No
198,198,5,Yes
5705.05,5705.05,71,No
609.9,609.9,8,Yes
20.55,20.55,1,No
79.65,79.65,1,Yes
6993.65,6993.65,61,No
4122.65,4122.65,71,No
5762.95,5762.95,68,No
1537.85,1537.85,46,No
2603.3,2603.3,33,No
5566.4,5566.4,53,No
5431.9,5431.9,50,No
2258.25,2258.25,57,No
1092.35,1092.35,54,No
6401.25,6401.25,60,No
2812.2,2812.2,28,Yes
80.05,80.05,1,Yes
2698.35,2698.35,29,Yes
616.9,616.9,10,No
1912.85,1912.85,43,No
849.1,849.1,13,No
3460.3,3460.3,43,No
1465.75,1465.75,19,Yes
90.1,90.1,1,No
5555.3,5555.3,69,No
1278.8,1278.8,61,No
2907.35,2907.35,43,No
146.3,146.3,6,Yes
51.25,51.25,1,Yes
4952.95,4952.95,56,No
4504.9,4504.9,70,No
45.6,45.6,1,Yes
4520.15,4520.15,49,No
267.35,267.35,6,Yes
2316.85,2316.85,32,No
8075.35,8075.35,72,No
2302.35,2302.35,37,No
7251.9,7251.9,69,No
2078.55,2078.55,26,No
6225.4,6225.4,58,No
1242.25,1242.25,24,No
99.45,99.45,5,No
288.05,288.05,15,Yes
599.25,599.25,30,No
3462.1,3462.1,55,No
853,853,25,Yes
934.1,934.1,10,Yes
2375.2,2375.2,44,No
2813.05,2813.05,47,No
1222.8,1222.8,13,Yes
5293.2,5293.2,49,Yes
6314.35,6314.35,64,No
19.1,19.1,1,No
1003.05,1003.05,20,No
1593.1,1593.1,37,No
2509.95,2509.95,30,No
3187.65,3187.65,38,No
74.45,74.45,1,Yes
2345.2,2345.2,37,Yes
3330.1,3330.1,52,No
5522.7,5522.7,71,No
2335.3,2335.3,26,Yes
4798.4,4798.4,66,No
8594.4,8594.4,72,No
970.55,970.55,25,No
7665.8,7665.8,69,No
3686.05,3686.05,53,No
1115.15,1115.15,12,Yes
2537,2537,26,No
1393.6,1393.6,21,No
89.35,89.35,1,No
4445.3,4445.3,48,No
978.6,978.6,26,No
1258.15,1258.15,60,No
331.35,331.35,18,No
291.4,291.4,10,Yes
453.75,453.75,5,Yes
84.75,84.75,4,No
1715.1,1715.1,65,No
1715.15,1715.15,70,No
1597.25,1597.25,18,Yes
1250.1,1250.1,62,No
3996.8,3996.8,66,No
5215.1,5215.1,65,No
235.5,235.5,3,Yes
673.2,673.2,34,No
1442.2,1442.2,16,No
5639.05,5639.05,54,Yes
5222.35,5222.35,50,No
7291.75,7291.75,71,No
799.65,799.65,10,Yes
50.8,50.8,1,Yes
424.5,424.5,18,No
249.4,249.4,4,No
4415.75,4415.75,58,No
5270.6,5270.6,56,No
144.55,144.55,2,Yes
2447.95,2447.95,32,Yes
2884.9,2884.9,56,No
3050.15,3050.15,36,Yes
253,253,4,No
4517.25,4517.25,53,Yes
436.2,436.2,10,No
118.4,118.4,4,No
19.9,19.9,1,Yes
3649.6,3649.6,51,No
1200.15,1200.15,12,Yes
255.6,255.6,6,No
2395.05,2395.05,63,No
70.6,70.6,1,Yes
5083.55,5083.55,48,No
389.6,389.6,5,Yes
644.5,644.5,35,No
523.5,523.5,6,Yes
39.3,39.3,2,No
989.05,989.05,50,No
2406.1,2406.1,33,No
638.55,638.55,31,No
191.1,191.1,9,No
4524.05,4524.05,54,No
4664.2,4664.2,46,No
3470.8,3470.8,34,No
6910.3,6910.3,71,No
4014.2,4014.2,63,No
1288,1288,51,No
2277.65,2277.65,26,Yes
6375.8,6375.8,64,No
24.8,24.8,1,Yes
5251.75,5251.75,61,No
1505.45,1505.45,15,No
6903.1,6903.1,64,Yes
913.3,913.3,18,No
5535.8,5535.8,57,No
815.55,815.55,14,No
1411.65,1411.65,18,No
5602.25,5602.25,72,No
8244.3,8244.3,70,No
741.5,741.5,38,No
4375.8,4375.8,68,No
1008.7,1008.7,13,Yes
5968.4,5968.4,65,No
3096.9,3096.9,30,No
3901.25,3901.25,51,No
2613.4,2613.4,31,No
853.1,853.1,9,Yes
5661.7,5661.7,72,No
794.25,794.25,10,Yes
695.05,695.05,37,No
160.8,160.8,2,Yes
5552.05,5552.05,55,No
3275.15,3275.15,33,No
4236.6,4236.6,46,No
54.5,54.5,1,No
1174.35,1174.35,20,Yes
741.7,741.7,9,Yes
3019.25,3019.25,32,Yes
962.9,962.9,19,No
4759.75,4759.75,70,Yes
1498.35,1498.35,61,No
1233.15,1233.15,26,No
4882.8,4882.8,45,No
5411.65,5411.65,62,No
19.65,19.65,1,Yes
148.05,148.05,3,No
3930.55,3930.55,41,No
6895.5,6895.5,67,No
84.65,84.65,1,Yes
6856.95,6856.95,71,No
2658.8,2658.8,37,No
3766.2,3766.2,60,No
69.55,69.55,1,Yes
129.55,129.55,6,No
347.25,347.25,13,Yes
581.7,581.7,11,No
354.05,354.05,7,Yes
929.45,929.45,10,No
679,679,34,No
3846.75,3846.75,62,No
4480.7,4480.7,64,No
44.35,44.35,1,Yes
499.4,499.4,25,No
1553.2,1553.2,26,No
219.5,219.5,10,No
5311.85,5311.85,53,No
586.05,586.05,7,Yes
2576.8,2576.8,33,No
6435.25,6435.25,71,No
1993.25,1993.25,29,No
1923.85,1923.85,24,No
939.8,939.8,20,No
84.6,84.6,1,No
3092.65,3092.65,54,Yes
415.55,415.55,5,Yes
5986.55,5986.55,72,No
5487,5487,52,No
651.5,651.5,9,No
45.4,45.4,1,No
73.65,73.65,1,Yes
2405.05,2405.05,33,Yes
4458.15,4458.15,55,Yes
6856.45,6856.45,69,No
50.75,50.75,1,No
4735.2,4735.2,54,No
682.15,682.15,33,No
4525.8,4525.8,45,No
321.05,321.05,11,No
335.65,335.65,6,No
1424.4,1424.4,21,No
1748.55,1748.55,65,No
474.9,474.9,6,Yes
668.4,668.4,8,Yes
926.25,926.25,11,Yes
1077.95,1077.95,43,No
2541.25,2541.25,49,Yes
46,46,1,Yes
1156.1,1156.1,15,Yes
3694.45,3694.45,60,No
382.8,382.8,17,No
1167.8,1167.8,16,Yes
746.75,746.75,35,No
3912.9,3912.9,44,Yes
368.85,368.85,12,No
20.2,20.2,1,No
1654.7,1654.7,28,No
1940.85,1940.85,70,No
221.7,221.7,5,Yes
1794.65,1794.65,18,No
5289.8,5289.8,70,No
501.2,501.2,9,No
6140.85,6140.85,67,No
48.45,48.45,1,No
309.25,309.25,18,No
201.1,201.1,4,Yes
6179.35,6179.35,71,No
2838.7,2838.7,30,Yes
55.7,55.7,1,No
4589.85,4589.85,55,No
3735.45,3735.45,59,No
70.15,70.15,1,Yes
477.55,477.55,7,No
2553.7,2553.7,45,No
1342.15,1342.15,54,No
1216.35,1216.35,51,No
7578.05,7578.05,72,No
2603.95,2603.95,44,No
42.7,42.7,2,No
6056.9,6056.9,66,No
2983.65,2983.65,68,No
689.35,689.35,31,No
2025.1,2025.1,21,No
1747.2,1747.2,21,No
4657.95,4657.95,55,No
296.1,296.1,9,Yes
8016.6,8016.6,71,No
81.1,81.1,1,Yes
433.5,433.5,22,No
20.55,20.55,1,Yes
6428.4,6428.4,61,Yes
5883.85,5883.85,67,No
1043.8,1043.8,14,No
6252.9,6252.9,59,Yes
1857.25,1857.25,21,No
146.4,146.4,4,No
240.45,240.45,3,Yes
1724.15,1724.15,70,No
315.3,315.3,3,Yes
429.55,429.55,21,No
356.15,356.15,20,No
488.25,488.25,22,No
55.7,55.7,1,Yes
1298.7,1298.7,63,No
1378.75,1378.75,70,No
973.45,973.45,13,Yes
384.25,384.25,5,No
8543.25,8543.25,72,No
389.95,389.95,13,No
5731.85,5731.85,61,No
20.65,20.65,1,No
4275.75,4275.75,56,No
84.5,84.5,4,No
1924.1,1924.1,35,No
669.85,669.85,18,Yes
5784.3,5784.3,72,No
5166.2,5166.2,49,No
4060.55,4060.55,44,No
267.4,267.4,3,Yes
3532.85,3532.85,37,No
4914.8,4914.8,61,No
5315.8,5315.8,70,No
69.85,69.85,1,Yes
775.6,775.6,41,No
5445.95,5445.95,70,No
53.55,53.55,1,Yes
1007.8,1007.8,51,No
833.55,833.55,42,No
6579.05,6579.05,70,Yes
1004.5,1004.5,48,No
7856,7856,68,Yes
1183.05,1183.05,48,No
2169.75,2169.75,26,Yes
896.9,896.9,11,Yes
19.3,19.3,1,Yes
501.35,501.35,27,No
4126.35,4126.35,46,No
49.65,49.65,1,Yes
2460.15,2460.15,46,Yes
477.6,477.6,25,No
370.65,370.65,4,Yes
265.75,265.75,13,No
2424.45,2424.45,31,No
1849.95,1849.95,23,No
61.05,61.05,2,No
1698.55,1698.55,65,No
1910.6,1910.6,22,Yes
998.1,998.1,55,No
890.6,890.6,9,Yes
529.5,529.5,7,Yes
1383.6,1383.6,35,No
493.4,493.4,6,No
48.6,48.6,1,Yes
1207,1207,17,No
563.5,563.5,10,No
864.55,864.55,15,No
2109.35,2109.35,40,Yes
701.05,701.05,13,No
2265.25,2265.25,29,Yes
220.6,220.6,3,Yes
5749.8,5749.8,58,No
2796.45,2796.45,45,No
5165.7,5165.7,72,No
5696.6,5696.6,68,No
20.2,20.2,1,Yes
2076.05,2076.05,38,No
44.2,44.2,2,No
215.25,215.25,11,No
1859.5,1859.5,20,No
7470.1,7470.1,72,No
229.5,229.5,3,Yes
2470.1,2470.1,23,Yes
2092.9,2092.9,40,No
5629.55,5629.55,62,No
469.85,469.85,22,No
733.95,733.95,11,No
485.25,485.25,7,No
1244.5,1244.5,13,Yes
20.05,20.05,1,Yes
3994.45,3994.45,39,Yes
78.25,78.25,3,No
1131.5,1131.5,58,No
184.05,184.05,6,No
19.9,19.9,1,Yes
1178.75,1178.75,22,No
667.7,667.7,14,Yes
5629.15,5629.15,64,No
19.95,19.95,1,Yes
109.3,109.3,6,No
79.6,79.6,1,Yes
958.45,958.45,39,No
403.15,403.15,20,No
75.9,75.9,1,Yes
76.2,76.2,1,Yes
4392.5,4392.5,64,No
19.25,19.25,1,Yes
3168,3168,46,No
1096.6,1096.6,28,No
669.45,669.45,33,No
2343.85,2343.85,39,No
3588.4,3588.4,42,Yes
48.6,48.6,1,No
522.95,522.95,7,Yes
7511.9,7511.9,70,No
1725,1725,65,No
49.75,49.75,1,No
1691.9,1691.9,18,No
2248.05,2248.05,24,No
4479.2,4479.2,63,No
3471.1,3471.1,44,No
63,63,4,No
70.25,70.25,1,Yes
3314.15,3314.15,37,No
865.55,865.55,10,Yes
852.7,852.7,34,No
1930.9,1930.9,35,No
91.4,91.4,4,No
3949.15,3949.15,39,No
4304,4304,43,No
409.9,409.9,17,Yes
1554.9,1554.9,61,No
3472.05,3472.05,49,No
117.8,117.8,4,No
3210.35,3210.35,64,No
207.4,207.4,3,No
19.75,19.75,1,No
3132.75,3132.75,40,No
60,60,1,Yes
649.65,649.65,8,Yes
20.85,20.85,1,Yes
2106.3,2106.3,34,No
35,35,1,No
2011.4,2011.4,39,Yes
6205.5,6205.5,58,Yes
903.7,903.7,45,No
503.6,503.6,6,Yes
3882.3,3882.3,43,No
879.8,879.8,41,No
383.65,383.65,5,No
4390.25,4390.25,72,No
68.2,68.2,4,No
452.8,452.8,9,No
5329,5329,72,No
1758.9,1758.9,33,No
5737.6,5737.6,72,No
1152.7,1152.7,22,Yes
7674.55,7674.55,70,Yes
2157.95,2157.95,21,Yes
1219.85,1219.85,15,No
2414.55,2414.55,29,No
1155.6,1155.6,15,No
7548.1,7548.1,71,Yes
1809.35,1809.35,72,No
1564.4,1564.4,19,No
19.65,19.65,1,No
75.7,75.7,1,Yes
84.4,84.4,2,No
864.85,864.85,11,No
228.75,228.75,12,No
7752.05,7752.05,70,No
1951,1951,20,Yes
470.6,470.6,23,No
4060.9,4060.9,49,No
384.5,384.5,4,Yes
3432.9,3432.9,32,Yes
108.65,108.65,2,No
3952.65,3952.65,69,No
463.05,463.05,6,Yes
494.05,494.05,24,No
3416.85,3416.85,32,No
1498.65,1498.65,27,No
2867.75,2867.75,27,Yes
4807.35,4807.35,58,No
71.35,71.35,1,Yes
471.35,471.35,18,No
1041.8,1041.8,47,No
7689.8,7689.8,70,No
1132.35,1132.35,13,Yes
1815,1815,36,No
1311.3,1311.3,67,No
199.45,199.45,10,No
1637.3,1637.3,19,No
1326.35,1326.35,71,No
6376.55,6376.55,72,No
935.9,935.9,48,No
20.05,20.05,1,No
1611.15,1611.15,18,No
20.6,20.6,1,Yes
6989.7,6989.7,67,No
2779.5,2779.5,69,No
1931.75,1931.75,19,Yes
8331.95,8331.95,72,No
735.9,735.9,38,No
2283.3,2283.3,40,No
1445.2,1445.2,61,No
818.05,818.05,10,Yes
2333.05,2333.05,32,No
1992.55,1992.55,21,No
5890,5890,59,No
916.75,916.75,13,Yes
1029.8,1029.8,47,No
1796.55,1796.55,69,No
33.7,33.7,2,No
454.05,454.05,22,No
1392.25,1392.25,15,No
1049.6,1049.6,53,No
734.6,734.6,28,No
475.1,475.1,22,No
70.15,70.15,1,Yes
1540.05,1540.05,16,No
1978.65,1978.65,48,No
3181.8,3181.8,30,No
229.7,229.7,3,No
5625.55,5625.55,57,No
6581.9,6581.9,68,Yes
1347.15,1347.15,23,No
3808.2,3808.2,65,No
3974.15,3974.15,44,No
7661.8,7661.8,71,No
2479.25,2479.25,37,No
266.6,266.6,12,No
5601.4,5601.4,69,No
1982.6,1982.6,35,No
339.9,339.9,5,No
4828.05,4828.05,58,No
5980.55,5980.55,72,No
4808.7,4808.7,72,No
20.3,20.3,1,No
3692.85,3692.85,39,Yes
1068.15,1068.15,53,No
2383.6,2383.6,27,No
69.65,69.65,1,Yes
89.3,89.3,1,Yes
1438.05,1438.05,18,No
917.45,917.45,46,No
6096.45,6096.45,72,No
3078.1,3078.1,36,Yes
99.95,99.95,4,No
475.2,475.2,25,No
2036.55,2036.55,40,No
6444.05,6444.05,63,No
1426.75,1426.75,15,Yes
767.55,767.55,14,No
7932.5,7932.5,72,No
4040.65,4040.65,39,No
2768.65,2768.65,47,No
1672.35,1672.35,19,No
474.8,474.8,5,Yes
446.1,446.1,13,Yes
1345.65,1345.65,17,No
2425.4,2425.4,34,No
2077.95,2077.95,42,No
416.3,416.3,5,Yes
1663.5,1663.5,71,No
1286.05,1286.05,19,No
35.85,35.85,2,Yes
1094.35,1094.35,57,No
7719.5,7719.5,72,No
514.6,514.6,6,No
1451.6,1451.6,17,Yes
4932.5,4932.5,61,No
71,71,1,Yes
5443.65,5443.65,48,No
330.25,330.25,16,No
746.5,746.5,9,Yes
122.7,122.7,3,No
44.4,44.4,1,Yes
6631.85,6631.85,65,No
8250,8250,70,No
3561.15,3561.15,60,No
1763.55,1763.55,69,No
2419,2419,35,No
470.2,470.2,22,No
5234.95,5234.95,66,No
70.3,70.3,1,Yes
79.35,79.35,1,Yes
3097,3097,34,No
1709.1,1709.1,72,No
1848.8,1848.8,31,No
723.3,723.3,30,No
809.75,809.75,9,Yes
1470.95,1470.95,20,Yes
577.15,577.15,19,No
6914.95,6914.95,65,No
602.9,602.9,30,No
124.4,124.4,6,No
96.8,96.8,2,No
3827.9,3827.9,53,No
533.05,533.05,7,No
2961.4,2961.4,61,No
3264.45,3264.45,70,Yes
995.35,995.35,13,No
2815.25,2815.25,35,No
154.8,154.8,2,No
246.3,246.3,3,Yes
257.6,257.6,3,No
5757.2,5757.2,62,No
7517.7,7517.7,72,No
1234.8,1234.8,63,No
1389.2,1389.2,20,Yes
3836.3,3836.3,35,No
1474.75,1474.75,21,Yes
6001.45,6001.45,62,No
720.1,720.1,15,No
2832.75,2832.75,55,No
472.25,472.25,11,No
1460.65,1460.65,17,Yes
1336.35,1336.35,61,No
6388.65,6388.65,71,No
153.05,153.05,2,Yes
677.9,677.9,35,No
1165.6,1165.6,17,No
2119.5,2119.5,21,Yes
921.55,921.55,47,No
72,72,3,No
68.35,68.35,3,No
847.25,847.25,44,No
44,44,1,No
4295.35,4295.35,44,No
135,135,5,Yes
1400.55,1400.55,24,Yes
69.65,69.65,1,Yes
1380.4,1380.4,18,No
1060.2,1060.2,10,Yes
4386.2,4386.2,65,No
86,86,1,Yes
5785.5,5785.5,53,Yes
52.05,52.05,3,No
2018.4,2018.4,33,No
79.45,79.45,3,Yes
2727.3,2727.3,34,No
263.65,263.65,14,No
275.4,275.4,13,No
2816.65,2816.65,46,Yes
538.5,538.5,23,No
948.9,948.9,47,No
846.8,846.8,17,No
4783.5,4783.5,49,Yes
2997.45,2997.45,59,No
5897.4,5897.4,69,No
470.6,470.6,11,Yes
524.5,524.5,10,No
269.65,269.65,12,No
4740,4740,45,Yes
2341.5,2341.5,39,No
1789.65,1789.65,71,No
1626.4,1626.4,71,No
800.3,800.3,33,No
5060.85,5060.85,67,No
1448.8,1448.8,37,Yes
4254.85,4254.85,49,Yes
466.6,466.6,9,No
4627.8,4627.8,52,No
6838.6,6838.6,70,No
85,85,1,No
1101.85,1101.85,14,Yes
44.3,44.3,1,No
20.2,20.2,1,Yes
4297.6,4297.6,52,No
414.1,414.1,6,No
256.6,256.6,7,No
3969.35,3969.35,47,Yes
2274.1,2274.1,26,No
1296.8,1296.8,25,No
1268.85,1268.85,69,No
8192.6,8192.6,72,No
59.25,59.25,4,No
1147.85,1147.85,59,No
4361.55,4361.55,67,No
2006.1,2006.1,26,No
2078.95,2078.95,27,No
7609.75,7609.75,72,No
487.05,487.05,6,No
1218.45,1218.45,62,No
1416.2,1416.2,20,No
483.3,483.3,6,No
1234.6,1234.6,51,No
1311.6,1311.6,61,No
5618.3,5618.3,62,No
6185.15,6185.15,72,No
1237.85,1237.85,13,Yes
498.1,498.1,5,Yes
294.45,294.45,3,Yes
2381.55,2381.55,26,Yes
788.35,788.35,13,No
756.4,756.4,38,No
613.4,613.4,8,Yes
3625.2,3625.2,34,No
550.35,550.35,18,No
4793.8,4793.8,56,No
1267.2,1267.2,36,No
442.2,442.2,9,Yes
84.85,84.85,1,Yes
654.85,654.85,12,Yes
5567.45,5567.45,57,No
3160.55,3160.55,42,Yes
740.3,740.3,33,Yes
5706.2,5706.2,70,No
3085.35,3085.35,68,No
24.7,24.7,1,No
3541.4,3541.4,37,No
84.2,84.2,4,No
50.7,50.7,1,No
1165.55,1165.55,20,No
4855.35,4855.35,72,No
2806.9,2806.9,31,Yes
1422.65,1422.65,18,Yes
608.15,608.15,11,No
641.35,641.35,33,No
4959.15,4959.15,62,No
35.9,35.9,1,No
1321.3,1321.3,16,No
1663.75,1663.75,22,No
3024.15,3024.15,49,No
2188.5,2188.5,36,No
4138.05,4138.05,42,Yes
102.5,102.5,4,Yes
872.65,872.65,12,Yes
2724.25,2724.25,31,No
413.25,413.25,5,No
1374.2,1374.2,66,No
757.1,757.1,15,Yes
6692.65,6692.65,64,No
218.5,218.5,10,No
608.8,608.8,7,Yes
1004.75,1004.75,29,No
1125.6,1125.6,57,No
3847.6,3847.6,46,No
978,978,53,No
1387.35,1387.35,17,No
746.05,746.05,38,No
304.6,304.6,15,No
1098.85,1098.85,22,No
1139.2,1139.2,14,Yes
4368.95,4368.95,57,No
827.7,827.7,11,No
20.35,20.35,1,No
262.05,262.05,12,No
279.55,279.55,3,Yes
3512.5,3512.5,36,No
1483.25,1483.25,16,Yes
4653.85,4653.85,65,Yes
151.75,151.75,2,No
4400.75,4400.75,42,Yes
8033.1,8033.1,72,No
1253.65,1253.65,62,No
552.65,552.65,6,No
1036,1036,48,No
4025.5,4025.5,35,No
928.4,928.4,52,No
24.9,24.9,1,No
460.25,460.25,6,Yes
6506.15,6506.15,71,No
5598.3,5598.3,67,No
4374.55,4374.55,60,No
678.75,678.75,23,No
2191.7,2191.7,39,No
239.75,239.75,15,No
5485.5,5485.5,53,Yes
609.05,609.05,24,No
683.75,683.75,37,No
404.2,404.2,5,Yes
5189.75,5189.75,50,No
5060.9,5060.9,54,No
233.65,233.65,3,No
7176.55,7176.55,68,Yes
291.45,291.45,5,No
689.75,689.75,33,No
3263.9,3263.9,41,No
1993.2,1993.2,34,No
254.5,254.5,13,No
347.65,347.65,20,No
967.9,967.9,51,No
242.95,242.95,3,Yes
1841.9,1841.9,41,No
232.1,232.1,13,No
809.25,809.25,35,No
866.45,866.45,12,Yes
360.55,360.55,4,No
2076.2,2076.2,43,Yes
355.9,355.9,12,No
7299.65,7299.65,68,Yes
2291.2,2291.2,25,Yes
129.15,129.15,7,No
7491.75,7491.75,66,Yes
5835.5,5835.5,53,No
7031.45,7031.45,63,No
7723.9,7723.9,70,Yes
1032,1032,27,Yes
70.75,70.75,1,Yes
109.6,109.6,5,No
727.8,727.8,37,No
130.75,130.75,3,Yes
893,893,12,No
763.1,763.1,38,No
781.4,781.4,9,No
902.25,902.25,13,No
2653.65,2653.65,29,Yes
1016.7,1016.7,47,No
5943.65,5943.65,61,No
275.7,275.7,16,No
3126.45,3126.45,41,No
1070.15,1070.15,43,No
3457.9,3457.9,36,Yes
340.4,340.4,6,No
4299.2,4299.2,58,No
1093.2,1093.2,19,No
521.9,521.9,11,No
1630.4,1630.4,39,No
713.6,713.6,8,No
1265.65,1265.65,26,No
4003.85,4003.85,53,No
1401.4,1401.4,70,No
45.3,45.3,1,Yes
1510.5,1510.5,59,No
178.1,178.1,2,Yes
264.8,264.8,7,No
480.6,480.6,12,Yes
4541.9,4541.9,59,No
4976.15,4976.15,61,No
7542.25,7542.25,72,No
251.25,251.25,13,No
1595.5,1595.5,64,No
23.45,23.45,1,Yes
685.55,685.55,10,No
3874.1,3874.1,65,No
6891.4,6891.4,62,No
4916.95,4916.95,55,No
1373,1373,25,No
29.7,29.7,1,Yes
49.8,49.8,1,No
6039.9,6039.9,59,Yes
1548.65,1548.65,64,No
3440.25,3440.25,36,No
151.3,151.3,3,Yes
4226.7,4226.7,61,No
1023.75,1023.75,26,No
55.4,55.4,1,Yes
90.6,90.6,1,Yes
7074.4,7074.4,68,No
156.35,156.35,2,Yes
6849.75,6849.75,72,No
3263.6,3263.6,71,No
1252.85,1252.85,57,No
67.55,67.55,4,No
70.2,70.2,1,No
5750,5750,72,No
1549.75,1549.75,21,No
1810.55,1810.55,71,No
2952.85,2952.85,29,Yes
7467.55,7467.55,69,No
5484.4,5484.4,64,No
294.9,294.9,16,No
97.5,97.5,4,No
5916.45,5916.45,52,Yes
113.35,113.35,2,Yes
19.95,19.95,1,No
476.8,476.8,18,No
101.65,101.65,2,No
1130.85,1130.85,19,No
3532.25,3532.25,40,No
6891.45,6891.45,66,No
1570.7,1570.7,21,No
520.95,520.95,8,No
7854.9,7854.9,72,No
3581.4,3581.4,48,No
1447.9,1447.9,69,No
8547.15,8547.15,72,No
727.85,727.85,14,No
357.6,357.6,6,No
159.35,159.35,8,No
280.85,280.85,17,No
6069.25,6069.25,65,No
3274.35,3274.35,57,No
1359,1359,13,Yes
1777.9,1777.9,19,Yes
6109.65,6109.65,56,No
1122.4,1122.4,14,No
2020.9,2020.9,52,No
3795.45,3795.45,58,No
4504.55,4504.55,47,Yes
3579.15,3579.15,67,No
49.7,49.7,2,No
276.5,276.5,6,No
8175.9,8175.9,71,No
890.35,890.35,46,No
259.8,259.8,5,Yes
5588.8,5588.8,67,No
50.6,50.6,3,No
58,58,3,No
5568.35,5568.35,52,Yes
2203.65,2203.65,42,Yes
938.95,938.95,50,No
2024.1,2024.1,23,No
3623.95,3623.95,67,No
2369.05,2369.05,25,Yes
3877.95,3877.95,39,No
4577.9,4577.9,69,No
25.85,25.85,1,No
2871.5,2871.5,32,No
672.55,672.55,9,Yes
1573.7,1573.7,16,Yes
1270.55,1270.55,60,No
7711.45,7711.45,72,No
126.05,126.05,5,Yes
2193.65,2193.65,26,No
64.55,64.55,3,Yes
31.2,31.2,2,No
38.25,38.25,2,No
3348.1,3348.1,36,No
533.6,533.6,7,No
2907.55,2907.55,60,No
1620.8,1620.8,19,No
3480.35,3480.35,45,No
293.85,293.85,4,No
3243.45,3243.45,31,Yes
4137.2,4137.2,47,No
79.25,79.25,1,Yes
44.9,44.9,1,Yes
19.4,19.4,1,No
5348.65,5348.65,59,No
659.65,659.65,10,Yes
3180.5,3180.5,35,No
118.5,118.5,4,Yes
3023.85,3023.85,32,No
3365.85,3365.85,43,Yes
195.3,195.3,4,Yes
1031.1,1031.1,54,No
997.65,997.65,11,Yes
6471.85,6471.85,66,No
6241.35,6241.35,61,No
6501.35,6501.35,72,No
2317.1,2317.1,44,No
2237.55,2237.55,41,No
5231.3,5231.3,50,No
5275.8,5275.8,47,Yes
165.5,165.5,8,No
358.5,358.5,18,No
6614.9,6614.9,72,No
80.5,80.5,1,Yes
2421.75,2421.75,42,No
1294.6,1294.6,18,No
1299.1,1299.1,13,No
5733.4,5733.4,68,No
305.55,305.55,4,Yes
7430.75,7430.75,69,No
900.5,900.5,17,Yes
630.6,630.6,25,No
3856.75,3856.75,43,Yes
1222.65,1222.65,59,No
374.8,374.8,5,No
1625,1625,21,Yes
7234.8,7234.8,69,No
331.85,331.85,13,No
3959.35,3959.35,42,Yes
5088.4,5088.4,52,No
